EmpID,FirstName,LastName,StartDate,ExitDate,Supervisor,ADEmail,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DOB,GenderCode,Performance Score,Current Employee Rating
1817,Zoey,Page,6-May-19,9-Apr-22,William Newman,zoey.page@bilearner.com,Active,Contract,Zone A,Temporary,7/1/1987,Female,Fully Meets,3
1818,Kendra,Velez,8-Jul-21,,Kenneth Miller,kendra.velez@bilearner.com,Active,Contract,Zone C,Part-Time,7/1/1956,Male,Fully Meets,3
1819,Alison,Fuller,2-Jul-22,,Deborah Blackwell,alison.fuller@bilearner.com,Active,Full-Time,Zone B,Temporary,24-10-1948,Female,Fully Meets,3
1820,Toby,Cooley,4-May-23,,Kenneth Elliott,toby.cooley@bilearner.com,Active,Full-Time,Zone C,Part-Time,1/2/1980,Female,Fully Meets,3
1821,Emilie,Hood,19-Dec-22,,Tricia Davies,emilie.hood@bilearner.com,Active,Full-Time,Zone B,Full-Time,19-07-1980,Female,Fully Meets,3
1822,Cortez,Pena,26-Mar-22,,Lisa Hernandez,cortez.pena@bilearner.com,Active,Contract,Zone C,Part-Time,24-12-1950,Female,Fully Meets,3
1823,Abbigail,Blanchard,9-May-21,12-Nov-22,Karen Pugh,abbigail.blanchard@bilearner.com,Active,Contract,Zone A,Full-Time,25-11-1960,Male,Fully Meets,3
1824,Abby,Curtis,9-Jan-20,10-Mar-22,Lori Mason,abby.curtis@bilearner.com,Active,Contract,Zone B,Temporary,2/3/1960,Male,Fully Meets,3
1825,Giana,Moore,16-May-21,14-May-23,Stephen Neal,giana.moore@bilearner.com,Active,Contract,Zone A,Part-Time,5/12/1996,Male,Fully Meets,3
1826,Giada,Santos,31-Jan-21,3-Jun-22,Robert Sanchez,giada.santos@bilearner.com,Active,Part-Time,Zone B,Temporary,17-11-1941,Female,Exceeds,3
1827,Jessie,Church,19-Sep-21,14-Sep-22,Glenda Williams,jessie.church@bilearner.com,Active,Contract,Zone C,Full-Time,21-05-1982,Female,Needs Improvement,3
1828,Kaylah,Ramos,1-Mar-20,26-Mar-22,Patrick Hall,kaylah.ramos@bilearner.com,Active,Part-Time,Zone B,Temporary,9/4/1983,Male,Exceeds,3
1829,Camille,Fritz,29-Feb-20,,Joel Flynn,camille.fritz@bilearner.com,Active,Part-Time,Zone B,Temporary,13-08-1987,Male,Exceeds,3
1830,Deangelo,Murillo,8-Dec-18,,Patrick Carpenter,deangelo.murillo@bilearner.com,Active,Full-Time,Zone A,Temporary,26-11-1960,Female,Needs Improvement,3
1831,Emerson,Gallagher,26-Jun-22,15-Jun-23,Daniel Mathis,emerson.gallagher@bilearner.com,Voluntarily Terminated,Part-Time,Zone B,Temporary,14-10-1970,Female,Needs Improvement,3
1832,April,Bentley,3-Nov-19,,Bradley Randall,april.bentley@bilearner.com,Active,Contract,Zone A,Part-Time,1/6/1956,Female,Needs Improvement,3
1833,Ainsley,Booth,1-Jan-23,,Anita Chapman,ainsley.booth@bilearner.com,Active,Part-Time,Zone B,Full-Time,31-12-1983,Female,Needs Improvement,3
1834,Dereon,Huffman,31-Jul-20,5-Apr-21,Joseph Diaz,dereon.huffman@bilearner.com,Active,Contract,Zone C,Full-Time,13-09-1978,Female,Needs Improvement,3
1835,Colin,Cherry,10-Sep-21,19-Jul-22,Danielle Reyes,colin.cherry@bilearner.com,Active,Part-Time,Zone B,Temporary,25-11-1982,Female,Needs Improvement,3
1836,Karla,Hines,19-Jun-19,,Daniel Hardy,karla.hines@bilearner.com,Active,Part-Time,Zone B,Temporary,14-01-1971,Male,Needs Improvement,3
1837,Colton,Decker,16-Aug-21,,Michael Graves,colton.decker@bilearner.com,Active,Part-Time,Zone B,Full-Time,17-06-1975,Female,Needs Improvement,3
1838,Jayleen,Tran,8-Jul-19,,Elizabeth Kaufman,jayleen.tran@bilearner.com,Active,Part-Time,Zone A,Temporary,16-09-1958,Female,Exceeds,3
1839,Aydin,Perry,17-Aug-21,31-Aug-22,Joshua Glenn,aydin.perry@bilearner.com,Active,Full-Time,Zone A,Part-Time,29-03-1968,Female,Exceeds,3
1840,Jenna,Casey,8-Jan-21,,Misty Brown,jenna.casey@bilearner.com,Active,Full-Time,Zone B,Part-Time,7/8/1969,Female,Exceeds,3
1841,Remington,Bullock,14-Aug-18,,Brian Paul,remington.bullock@bilearner.com,Active,Contract,Zone B,Part-Time,19-10-1958,Female,Exceeds,3
1842,Delaney,Stewart,30-Jul-21,,Ricardo Harris,delaney.stewart@bilearner.com,Active,Part-Time,Zone B,Temporary,10/5/1998,Male,Exceeds,3
1843,Saige,Jones,8-Apr-23,,Samantha French,saige.jones@bilearner.com,Active,Full-Time,Zone C,Temporary,12/1/1963,Male,Needs Improvement,3
1844,Camryn,Fritz,11-Sep-19,,Nicole Vasquez,camryn.fritz@bilearner.com,Active,Part-Time,Zone A,Part-Time,23-11-1964,Female,Exceeds,3
1845,Amanda,Lambert,5-Mar-20,22-Aug-21,Matthew Ramirez,amanda.lambert@bilearner.com,Active,Part-Time,Zone A,Temporary,23-12-1941,Female,Needs Improvement,3
1846,Winston,Callahan,2-Dec-19,,Sarah Delacruz,winston.callahan@bilearner.com,Active,Full-Time,Zone C,Temporary,24-11-1946,Male,Needs Improvement,3
1847,Maverick,Lang,3-Dec-22,24-Dec-22,Lee Lucas,maverick.lang@bilearner.com,Active,Full-Time,Zone C,Part-Time,16-10-2000,Male,Needs Improvement,3
1848,Harold,Reid,23-Dec-21,,Lisa Reed,harold.reid@bilearner.com,Active,Contract,Zone C,Part-Time,17-10-2000,Male,PIP,3
1849,Cindy,York,28-Jan-22,,Mary Conley,cindy.york@bilearner.com,Active,Part-Time,Zone B,Full-Time,28-05-1960,Female,PIP,3
1850,Breanna,Cardenas,15-Dec-19,25-Jun-21,Ashley Orozco,breanna.cardenas@bilearner.com,Voluntarily Terminated,Contract,Zone A,Full-Time,23-10-1996,Female,PIP,3
1851,Tripp,Blake,11-Nov-21,1-Aug-22,Angelica Vazquez,tripp.blake@bilearner.com,Voluntarily Terminated,Full-Time,Zone B,Temporary,29-10-1967,Female,PIP,3
1852,Elaine,Moon,15-Feb-19,28-Jul-23,Christopher Ponce,elaine.moon@bilearner.com,Voluntarily Terminated,Full-Time,Zone A,Part-Time,18-10-1981,Female,PIP,3
1853,Jaime,Morrow,31-Mar-22,,Tara Fields,jaime.morrow@bilearner.com,Active,Contract,Zone B,Temporary,24-12-1957,Female,PIP,3
1854,Leslie,Potts,25-Oct-20,18-Apr-22,Joshua Evans,leslie.potts@bilearner.com,Active,Contract,Zone A,Full-Time,29-08-1962,Female,PIP,3
1855,Keith,Haas,25-Jul-22,26-Apr-23,Lisa Hernandez,keith.haas@bilearner.com,Voluntarily Terminated,Part-Time,Zone B,Part-Time,19-05-1947,Male,Exceeds,3
1856,Matteo,Oneal,2-Aug-21,,Nancy Valdez,matteo.oneal@bilearner.com,Active,Full-Time,Zone A,Full-Time,19-09-1972,Female,Exceeds,3
1857,Erik,Graham,13-Nov-21,17-Mar-23,David Garcia,erik.graham@bilearner.com,Voluntarily Terminated,Contract,Zone C,Temporary,4/6/1956,Male,Exceeds,3
1858,Lailah,Haney,7-May-19,27-Nov-19,Ryan Baker,lailah.haney@bilearner.com,Active,Contract,Zone A,Full-Time,20-02-1988,Female,Exceeds,3
1859,Mohamed,Gay,31-Dec-20,4-Mar-21,Tammy Poole,mohamed.gay@bilearner.com,Active,Contract,Zone A,Part-Time,14-12-1982,Female,Exceeds,3
1860,Frankie,Banks,10-Dec-19,7-Mar-20,Jenna Perry,frankie.banks@bilearner.com,Voluntarily Terminated,Part-Time,Zone B,Full-Time,9/6/2000,Female,Exceeds,3
1861,Lorelei,Glass,11-Jun-20,,Ana Harding,lorelei.glass@bilearner.com,Active,Contract,Zone A,Full-Time,11/11/1951,Male,Exceeds,3
1862,Marie,Moyer,30-Aug-21,,Thomas Davis,marie.moyer@bilearner.com,Active,Full-Time,Zone C,Temporary,25-03-1985,Male,Exceeds,3
1863,Amari,Bowen,4-Nov-19,29-Dec-21,Jennifer Boone,amari.bowen@bilearner.com,Active,Part-Time,Zone C,Full-Time,18-09-1987,Female,Exceeds,3
1864,Prince,Dickerson,3-Jun-23,18-Jul-23,Karen Smith,prince.dickerson@bilearner.com,Active,Full-Time,Zone A,Temporary,26-05-1972,Female,Exceeds,3
1865,Lane,Church,14-Feb-21,,Jamie Anderson,lane.church@bilearner.com,Active,Part-Time,Zone C,Part-Time,24-05-1969,Female,Exceeds,3
1866,Cassie,Nolan,28-Feb-23,,Kathleen Boyle,cassie.nolan@bilearner.com,Active,Contract,Zone A,Temporary,22-05-1980,Male,Exceeds,3
1867,Mauricio,Buchanan,9-Jan-21,17-Aug-21,Natalie Roman,mauricio.buchanan@bilearner.com,Active,Full-Time,Zone B,Temporary,1/11/1942,Male,Needs Improvement,3
1868,Briana,Wang,22-Mar-22,15-May-23,Anthony Diaz,briana.wang@bilearner.com,Active,Part-Time,Zone A,Full-Time,28-11-2000,Male,Needs Improvement,3
1869,Salma,Blackwell,11-Nov-19,,Robert Adams,salma.blackwell@bilearner.com,Active,Part-Time,Zone C,Temporary,25-01-1982,Female,Exceeds,3
1870,Shelby,Frazier,4-Oct-22,,Steven Reid,shelby.frazier@bilearner.com,Active,Contract,Zone B,Full-Time,31-03-1992,Female,Fully Meets,3
1871,Lindsay,Becker,23-Aug-21,,Andrew Calderon,lindsay.becker@bilearner.com,Active,Contract,Zone C,Full-Time,9/8/1996,Female,Fully Meets,3
1872,Reyna,Good,5-Dec-22,18-Jun-23,Andrew Ball,reyna.good@bilearner.com,Active,Full-Time,Zone B,Temporary,21-12-1972,Female,Fully Meets,3
1873,Nathalie,Rivera,20-Jul-19,28-Aug-19,Christine Larson,nathalie.rivera@bilearner.com,Active,Contract,Zone C,Temporary,23-01-1960,Female,Fully Meets,3
1874,Saniyah,Schroeder,5-Nov-21,,Brenda Thompson,saniyah.schroeder@bilearner.com,Active,Full-Time,Zone B,Part-Time,8/12/1960,Male,Fully Meets,3
1875,Taylor,Mann,4-Jan-21,4-Mar-23,Patricia Robbins,taylor.mann@bilearner.com,Voluntarily Terminated,Full-Time,Zone C,Full-Time,1/8/1953,Male,Fully Meets,3
1876,Rylee,Stevenson,14-Oct-22,2-Mar-23,Terry Stevens,rylee.stevenson@bilearner.com,Leave of Absence,Full-Time,Zone A,Part-Time,21-10-1943,Female,Fully Meets,3
1877,Waylon,Pennington,30-Oct-21,,Rachel Paul,waylon.pennington@bilearner.com,Active,Part-Time,Zone A,Full-Time,17-05-1961,Male,Fully Meets,3
1878,Kobe,Crosby,2-Oct-22,28-Jun-23,Elizabeth Miller,kobe.crosby@bilearner.com,Active,Part-Time,Zone B,Part-Time,17-06-2001,Female,Fully Meets,3
1879,Carmen,Davidson,25-Nov-18,14-Jun-20,David Vasquez,carmen.davidson@bilearner.com,Voluntarily Terminated,Part-Time,Zone B,Temporary,30-10-1965,Female,Fully Meets,3
1880,Sidney,Moran,9-Jul-21,28-Jan-23,Alexandra Rice,sidney.moran@bilearner.com,Voluntarily Terminated,Full-Time,Zone A,Full-Time,7/1/1966,Female,Fully Meets,3
1881,Alena,Bonilla,1-May-19,,Thomas Lee,alena.bonilla@bilearner.com,Active,Full-Time,Zone B,Part-Time,14-10-2000,Male,Fully Meets,3
1882,Baron,Luna,9-Nov-21,13-Jan-23,Christina Burgess,baron.luna@bilearner.com,Active,Full-Time,Zone A,Part-Time,6/2/1945,Female,Fully Meets,3
1883,Giselle,Butler,27-Aug-18,23-Mar-19,Regina Goodwin,giselle.butler@bilearner.com,Active,Full-Time,Zone B,Temporary,3/7/1967,Female,Fully Meets,3
1884,Sophie,Horne,16-Mar-19,,Alicia Gonzalez,sophie.horne@bilearner.com,Active,Part-Time,Zone C,Part-Time,24-07-2000,Female,Fully Meets,3
1885,Jabari,Guerrero,7-Jan-22,,Peter Giles,jabari.guerrero@bilearner.com,Active,Contract,Zone B,Full-Time,23-05-1984,Male,Fully Meets,3
1886,Ahmed,Montgomery,4-Oct-22,5-Mar-23,Daniel Guerra,ahmed.montgomery@bilearner.com,Active,Contract,Zone A,Temporary,6/12/1984,Male,Fully Meets,3
1887,Esther,Spears,23-Mar-22,,Ashley Clark,esther.spears@bilearner.com,Active,Full-Time,Zone C,Full-Time,13-09-1997,Male,Fully Meets,3
1888,Darian,Wall,5-May-20,25-Jul-23,Veronica Murphy,darian.wall@bilearner.com,Active,Full-Time,Zone B,Temporary,26-12-1947,Female,Fully Meets,3
1889,Kaleb,Cole,23-Nov-20,,Kelsey Thompson,kaleb.cole@bilearner.com,Active,Contract,Zone B,Temporary,14-02-1957,Female,Fully Meets,3
1890,Anthony,Terrell,28-Mar-22,,Cole Johns,anthony.terrell@bilearner.com,Active,Contract,Zone B,Full-Time,24-05-1968,Female,Fully Meets,3
1891,William,Douglas,25-Mar-20,,Wendy Elliott,william.douglas@bilearner.com,Active,Full-Time,Zone C,Full-Time,24-06-1946,Female,Fully Meets,3
1892,Saniya,Buck,7-Aug-18,,Nicholas Anderson,saniya.buck@bilearner.com,Active,Contract,Zone A,Temporary,30-05-1986,Female,Fully Meets,3
1893,Kristopher,Owen,11-Feb-20,,Darryl Scott,kristopher.owen@bilearner.com,Active,Contract,Zone A,Full-Time,28-01-1976,Male,Fully Meets,3
1894,Hadley,Tapia,1-Jan-23,,Clayton Wilson,hadley.tapia@bilearner.com,Active,Full-Time,Zone A,Full-Time,23-05-1959,Male,Fully Meets,3
1895,Lillie,Bush,7-Dec-22,,Phillip Fernandez,lillie.bush@bilearner.com,Active,Part-Time,Zone A,Part-Time,25-01-1989,Female,Fully Meets,3
1896,Lamont,Cook,13-Mar-23,,Joshua Tapia,lamont.cook@bilearner.com,Active,Full-Time,Zone A,Part-Time,18-11-1951,Female,Fully Meets,3
1897,Danna,Rollins,14-Nov-21,,Lauren Wilson,danna.rollins@bilearner.com,Active,Full-Time,Zone C,Temporary,20-07-1948,Male,Fully Meets,3
1898,Shaun,Velazquez,5-Jun-19,20-Oct-20,Benjamin Lang,shaun.velazquez@bilearner.com,Active,Full-Time,Zone C,Temporary,14-01-1997,Female,Fully Meets,3
1899,Kolton,Duarte,12-Dec-20,28-May-23,Ashley Cannon,kolton.duarte@bilearner.com,Active,Contract,Zone C,Full-Time,6/9/1982,Female,Fully Meets,3
1900,Jonas,Braun,6-Apr-20,,Lauren Thompson,jonas.braun@bilearner.com,Active,Full-Time,Zone B,Full-Time,22-03-1960,Female,Fully Meets,3
1901,Meadow,Howe,30-Jan-23,,Diana Cox,meadow.howe@bilearner.com,Active,Full-Time,Zone B,Full-Time,9/8/1959,Female,Fully Meets,3
1902,Sarahi,Raymond,8-Sep-20,19-Sep-22,Samantha Hester,sarahi.raymond@bilearner.com,Active,Full-Time,Zone A,Temporary,11/2/1952,Male,Fully Meets,3
1903,Taylor,Wiggins,14-Dec-20,7-Dec-21,Roger Lynch,taylor.wiggins@bilearner.com,Active,Part-Time,Zone C,Part-Time,11/4/1960,Female,Fully Meets,3
1904,Ezra,Zhang,7-Nov-22,,Brenda Rodriguez,ezra.zhang@bilearner.com,Active,Contract,Zone C,Part-Time,11/10/1982,Female,Fully Meets,3
1905,Sonia,Chung,6-Apr-22,,Sean Moon,sonia.chung@bilearner.com,Active,Part-Time,Zone B,Temporary,10/3/1972,Female,Fully Meets,3
1906,Bryce,Mills,22-Feb-21,,Holly Hudson,bryce.mills@bilearner.com,Active,Part-Time,Zone B,Full-Time,3/8/1947,Male,Fully Meets,3
1907,Wade,Wiggins,16-May-22,,Charles Allen,wade.wiggins@bilearner.com,Active,Full-Time,Zone C,Part-Time,4/11/1988,Male,Fully Meets,3
1908,Selina,Gonzalez,18-Jan-20,,Bonnie Hardin,selina.gonzalez@bilearner.com,Active,Contract,Zone B,Part-Time,19-05-1942,Female,Fully Meets,3
1909,Tyree,Parsons,21-Oct-21,,Heather Michael,tyree.parsons@bilearner.com,Active,Full-Time,Zone A,Part-Time,15-10-1961,Female,Fully Meets,3
1910,Adrian,Murray,5-Jan-19,,Jose Gomez,adrian.murray@bilearner.com,Active,Full-Time,Zone C,Full-Time,7/11/1942,Female,Fully Meets,3
1911,Kael,Fisher,24-Jan-21,27-Jan-22,Angela Bailey,kael.fisher@bilearner.com,Voluntarily Terminated,Part-Time,Zone B,Temporary,12/6/1991,Female,Fully Meets,3
1912,Erica,French,6-Mar-20,6-Mar-21,Brett Sims,erica.french@bilearner.com,Active,Part-Time,Zone B,Temporary,16-10-1987,Female,Fully Meets,3
1913,Damaris,Oneal,19-Nov-22,15-Feb-23,Natalie Johnson,damaris.oneal@bilearner.com,Voluntarily Terminated,Full-Time,Zone B,Full-Time,26-07-1972,Male,Fully Meets,3
1914,Rebecca,Craig,15-Mar-19,2-Oct-19,Deanna Freeman,rebecca.craig@bilearner.com,Voluntarily Terminated,Part-Time,Zone B,Full-Time,4/4/1981,Female,Fully Meets,3
1915,Carley,Waters,11-May-23,5-Jul-23,Mary Todd,carley.waters@bilearner.com,Leave of Absence,Part-Time,Zone B,Temporary,23-07-1946,Female,Fully Meets,3
1916,Kadyn,Harrison,5-Feb-22,7-Feb-23,Kevin Perkins,kadyn.harrison@bilearner.com,Leave of Absence,Full-Time,Zone A,Full-Time,25-09-1963,Male,Fully Meets,3
1917,Megan,Huang,29-May-19,,Joseph Bryant,megan.huang@bilearner.com,Active,Contract,Zone B,Full-Time,3/11/1960,Female,Fully Meets,3
1918,Callum,Blair,9-Jan-23,14-Mar-23,Kayla Shelton,callum.blair@bilearner.com,Active,Contract,Zone B,Temporary,12/9/1990,Female,Fully Meets,3
1919,Emilie,Donaldson,1-May-22,21-Nov-22,Dylan Foster,emilie.donaldson@bilearner.com,Voluntarily Terminated,Contract,Zone A,Full-Time,15-08-1990,Female,Fully Meets,3
1920,Darius,Duke,26-Jan-21,6-Aug-21,Mary Morgan,darius.duke@bilearner.com,Voluntarily Terminated,Full-Time,Zone B,Full-Time,3/8/1948,Female,Fully Meets,3
1921,Kenya,Decker,6-Sep-21,2-Jul-23,Danny Howard,kenya.decker@bilearner.com,Active,Contract,Zone C,Full-Time,27-07-1994,Male,Fully Meets,3
1922,Tyrese,Sloan,29-Jul-20,,Lisa Morrison,tyrese.sloan@bilearner.com,Active,Full-Time,Zone A,Part-Time,11/2/1958,Male,Fully Meets,3
1923,Giana,Roach,31-Mar-23,30-Apr-23,John Adams,giana.roach@bilearner.com,Active,Full-Time,Zone B,Full-Time,5/11/1966,Female,Fully Meets,3
1924,Teagan,Swanson,16-May-23,29-May-23,Derek Thompson,teagan.swanson@bilearner.com,Active,Part-Time,Zone B,Full-Time,29-11-1994,Female,Fully Meets,3
1925,Jerome,Fischer,29-Apr-23,7-Jul-23,Jason Kelly,jerome.fischer@bilearner.com,Active,Contract,Zone B,Full-Time,13-02-1980,Male,Fully Meets,3
1926,Grayson,Preston,27-Nov-19,,Cheryl Anderson,grayson.preston@bilearner.com,Active,Contract,Zone A,Temporary,2/1/2000,Male,Fully Meets,3
1927,Turner,Bradley,3-Nov-22,2-Apr-23,Jeffrey Peters,turner.bradley@bilearner.com,Active,Full-Time,Zone C,Full-Time,6/4/1976,Male,Fully Meets,3
1928,Elvis,Daniels,8-Aug-22,,Cindy Phillips,elvis.daniels@bilearner.com,Active,Full-Time,Zone A,Part-Time,17-03-1983,Female,Fully Meets,3
1929,Rose,Travis,27-Jul-23,,James Lee,rose.travis@bilearner.com,Active,Contract,Zone A,Full-Time,3/3/1988,Female,Fully Meets,3
1930,Frank,Williams,15-Jul-23,,Kelly Vaughn,frank.williams@bilearner.com,Active,Full-Time,Zone C,Temporary,26-08-1986,Female,Fully Meets,3
1931,Yurem,Donovan,9-Nov-22,,Donna Jones,yurem.donovan@bilearner.com,Active,Full-Time,Zone B,Temporary,22-12-1999,Female,Fully Meets,3
1932,John,Smith,24-Dec-19,12-Jun-22,Emily Gaines,john.smith@bilearner.com,Active,Full-Time,Zone A,Temporary,16-08-1977,Male,Fully Meets,3
1933,Lynn,Daneault,8-Mar-19,,Laura Smith,lynn.daneault@bilearner.com,Active,Contract,Zone C,Part-Time,1/11/1989,Female,Fully Meets,3
1934,Donysha,Kampew,25-Jun-19,4-Oct-20,Steve Grant,donysha.kampew@bilearner.com,Voluntarily Terminated,Contract,Zone B,Full-Time,29-09-1991,Female,Fully Meets,3
1935,Jordin,Lozano,3-Jan-19,,Brent Hickman,jordin.lozano@bilearner.com,Active,Part-Time,Zone A,Temporary,1/12/1974,Male,Fully Meets,3
1936,Ronald,Gross,2-Feb-23,,Mary Weber,ronald.gross@bilearner.com,Active,Full-Time,Zone B,Part-Time,26-05-1991,Female,Fully Meets,3
1937,Maryjane,Choi,30-Mar-22,30-Jan-23,Kayla Peterson,maryjane.choi@bilearner.com,Voluntarily Terminated,Full-Time,Zone A,Temporary,25-03-1957,Female,Fully Meets,3
1938,Madalynn,Yates,23-Mar-20,,Donna Gonzalez,madalynn.yates@bilearner.com,Active,Part-Time,Zone A,Full-Time,18-03-1957,Female,Fully Meets,3
1939,Angelina,Peck,6-Jun-19,,Michele Riddle,angelina.peck@bilearner.com,Active,Contract,Zone C,Temporary,5/3/1942,Female,Fully Meets,3
1940,Dario,Shaw,28-May-23,,Stephanie Kerr,dario.shaw@bilearner.com,Active,Contract,Zone A,Temporary,7/8/1942,Female,Fully Meets,3
1941,Deven,Frazier,3-Feb-21,,Mackenzie Johnston,deven.frazier@bilearner.com,Active,Contract,Zone A,Part-Time,6/10/1941,Female,Fully Meets,3
1942,Jett,Kent,30-Jul-19,9-Nov-22,William Thompson,jett.kent@bilearner.com,Voluntarily Terminated,Part-Time,Zone A,Part-Time,11/2/1964,Female,Fully Meets,3
1943,Zander,Aguilar,8-May-22,17-Nov-22,Timothy Wheeler,zander.aguilar@bilearner.com,Voluntarily Terminated,Contract,Zone A,Part-Time,23-03-1956,Female,Fully Meets,3
1944,Alessandro,Chavez,12-May-20,,Steve Macdonald,alessandro.chavez@bilearner.com,Active,Part-Time,Zone A,Full-Time,20-08-1963,Female,Fully Meets,3
1945,Jaxson,Brady,28-Mar-19,10-Dec-22,Christopher Murray DDS,jaxson.brady@bilearner.com,Voluntarily Terminated,Full-Time,Zone A,Temporary,17-02-1977,Female,Fully Meets,3
1946,Giovanni,Whitaker,22-Jul-19,,James Mitchell,giovanni.whitaker@bilearner.com,Active,Full-Time,Zone A,Full-Time,22-07-1956,Female,Fully Meets,3
1947,Karen,Goodman,17-Sep-20,,John Chavez,karen.goodman@bilearner.com,Active,Part-Time,Zone C,Temporary,21-07-1982,Female,Fully Meets,3
1948,Skyla,Lambert,2-Jul-22,9-Aug-22,Teresa Williamson,skyla.lambert@bilearner.com,Voluntarily Terminated,Part-Time,Zone B,Temporary,8/12/1963,Female,Fully Meets,3
1949,Ashlynn,Duffy,30-Nov-19,,Kimberly Washington,ashlynn.duffy@bilearner.com,Active,Contract,Zone A,Part-Time,4/4/1950,Female,Fully Meets,3
1950,Lilliana,Walker,21-Jul-23,21-Jul-23,Stephanie Anderson,lilliana.walker@bilearner.com,Voluntarily Terminated,Contract,Zone C,Temporary,24-03-1958,Female,Fully Meets,3
1951,Lindsay,Copeland,26-Aug-20,30-May-21,Jeffery Snyder,lindsay.copeland@bilearner.com,Voluntarily Terminated,Full-Time,Zone A,Temporary,9/10/1960,Female,Fully Meets,3
1952,Kristin,Mccarty,16-May-20,,Abigail Marks,kristin.mccarty@bilearner.com,Active,Full-Time,Zone A,Full-Time,31-07-1989,Female,Fully Meets,3
1953,Barbara,Sutwell,6-Apr-23,24-May-23,Jeffrey Murphy,barbara.sutwell@bilearner.com,Active,Full-Time,Zone B,Full-Time,20-02-1976,Female,Fully Meets,3
1954,Lenora,Tejeda,18-Feb-19,31-Oct-22,Heather Riley,lenora.tejeda@bilearner.com,Voluntarily Terminated,Part-Time,Zone C,Temporary,22-07-1968,Female,Fully Meets,3
1955,Ludwick,Harrell,10-Oct-20,,Jonathan Huber,ludwick.harrell@bilearner.com,Active,Full-Time,Zone A,Temporary,4/4/1998,Male,Fully Meets,3
1956,Courtney,Beatrice,15-May-21,,Patrick Liu,courtney.beatrice@bilearner.com,Active,Part-Time,Zone A,Full-Time,18-12-1958,Female,Fully Meets,3
1957,Melisa,Gerke,13-May-19,30-May-22,Jimmy Cox,melisa.gerke@bilearner.com,Voluntarily Terminated,Part-Time,Zone C,Full-Time,15-02-1975,Female,Fully Meets,3
1958,Lin,Chan,4-Jul-19,,Neil Aguilar,lin.chan@bilearner.com,Active,Contract,Zone B,Full-Time,18-10-1990,Female,Fully Meets,3
1959,Kamrin,Sander,1-Apr-22,28-Apr-22,Kirsten Patel,kamrin.sander@bilearner.com,Active,Part-Time,Zone B,Temporary,2/8/1989,Female,Fully Meets,3
1960,Thomas,Rhoads,3-Nov-18,,Sean Scott,thomas.rhoads@bilearner.com,Active,Full-Time,Zone A,Part-Time,26-05-1948,Male,Fully Meets,3
1961,Nina,Panjwani,11-Oct-18,4-May-22,Matthew Hawkins,nina.panjwani@bilearner.com,Voluntarily Terminated,Part-Time,Zone A,Full-Time,17-07-1945,Female,Fully Meets,3
1962,Megan,Faller,25-Jun-23,25-Jul-23,Susan Gilbert,megan.faller@bilearner.com,Active,Contract,Zone C,Part-Time,18-02-1951,Female,Fully Meets,3
1963,Judy,Jung,14-Sep-20,31-Aug-21,Tiffany Baker,judy.jung@bilearner.com,Voluntarily Terminated,Contract,Zone B,Full-Time,8/5/1972,Female,Fully Meets,3
1964,April,Evensen,20-Dec-22,11-Mar-23,Ashley Wagner,april.evensen@bilearner.com,Terminated for Cause,Part-Time,Zone B,Part-Time,27-03-1969,Female,Fully Meets,3
1965,Julissa,Hunts,23-Feb-22,,Pamela Smith,julissa.hunts@bilearner.com,Active,Full-Time,Zone A,Temporary,31-07-1949,Female,Fully Meets,3
1966,Kristie,Nowlan,31-May-19,,Jessica Klein,kristie.nowlan@bilearner.com,Active,Full-Time,Zone C,Part-Time,4/3/1971,Female,Fully Meets,3
1967,Dawn,Motlagh,29-Jan-19,,Molly Freeman,dawn.motlagh@bilearner.com,Active,Part-Time,Zone A,Part-Time,11/12/1994,Female,Fully Meets,3
1968,Theresa,Wallace,1-Sep-19,,Cynthia Watkins,theresa.wallace@bilearner.com,Active,Full-Time,Zone B,Temporary,29-06-1955,Female,Fully Meets,3
1969,Allison,Lydon,17-Jan-21,8-Jun-21,Derek Vargas,allison.lydon@bilearner.com,Leave of Absence,Full-Time,Zone A,Part-Time,10/2/1975,Female,Fully Meets,3
1970,Trina,Alagbe,21-Apr-22,21-Apr-22,Mark Bradley,trina.alagbe@bilearner.com,Active,Part-Time,Zone C,Temporary,17-04-1952,Female,Fully Meets,3
1971,Betsy,Bondwell,15-Sep-18,14-Jul-23,Christopher Rodriguez,betsy.bondwell@bilearner.com,Voluntarily Terminated,Part-Time,Zone C,Full-Time,10/2/1994,Female,Fully Meets,3
1972,Joe,Smith,4-Dec-21,7-Jan-22,Caroline Little,joe.smith@bilearner.com,Active,Contract,Zone A,Temporary,23-01-1996,Male,Fully Meets,3
1973,Lisa,Lunquist,14-Nov-19,,Angela Watson,lisa.lunquist@bilearner.com,Active,Full-Time,Zone B,Full-Time,10/10/1991,Female,Fully Meets,3
1974,Jene'ya,Darson,14-Apr-21,,Robert Joseph,jene'ya.darson@bilearner.com,Active,Part-Time,Zone A,Temporary,29-12-1968,Female,Fully Meets,3
1975,Hunter,Cannon,14-Apr-19,,Logan Ball,hunter.cannon@bilearner.com,Active,Contract,Zone A,Temporary,31-10-1941,Female,Fully Meets,3
1976,Jon,Lynn,9-Jan-21,,Steven Ramos,jon.lynn@bilearner.com,Active,Full-Time,Zone C,Full-Time,16-02-1945,Female,Fully Meets,3
